Terminal Code,Customer site.,Address,Postcode 
T092B030B686G262,ธนาคารออมสิน,สาขาโรบินสัน ฉะเชิงเทรา(G2) ห้องเลขที่ RCS-2F-RR-252 อาคารศูนย์การค้าโรบินสัน ไลฟ์สไตล์ ฉะเชิงเทรา บริเวณชั้น 2 เลขที่ 910 ถ.ฉะเชิงเทรา-บางปะกง อ.ฉะเชิงเทรา จ.ฉะเชิงเทรา 24000,24000
T091B030B918G262,ธนาคารออมสิน,สาขากรุงเทพ ทาวเวอร์(G1) ห้องเลขที่ G04 ชั้น G อาคารกรุงเทพ ทาวเวอร์ เลขที่ 2170 ถ.เพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310,10310
T091B030B880G262,ธนาคารออมสิน,สาขาบางบอน (ตลาดปิ่นทอง)(G1) 315 ถ.เอกชัย แขวงบางบอน เขตบางบอน กรุงเทพฯ 10150,10150
T091B030B879G262,ธนาคารออมสิน,สาขาหนองแขม(G1) 16/12-13 หมู่บ้านชวนชื่น เพชรเกษม 81 ถ.มาเจริญ (เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพฯ 10160,10160
T092B030B131G262,ธนาคารออมสิน,สาขาสามพราน(G2) 41 หมู่ที่ 7 ถ.เข้าที่ว่าการอำเภอสามพราน ต.สามพราน อ.สามพราน จ.นครปฐม 73110,73110
T091B030B730G262,ธนาคารออมสิน,สาขาบิ๊กซี อ้อมใหญ่(G1) 17/17 หมู่ที่ 8 ต.อ้อมใหญ่ อ.สามพราน จ.นครปฐม 73160,73160
T091B030B823G262,ธนาคารออมสิน,สาขาบางน้ำเปรี้ยว(G1) 247/7-8 หมู่ที่ 5 ต.โพรงอากาศ อ.บางน้ำเปรี้ยว จ.ฉะเชิงเทรา 24150,24150
T092B030B164G262,ธนาคารออมสิน,สาขาหนองแค(G2) 167 ถ.เศรษฐสัมพันธ์ ต.หนองแค อ.หนองแค จ.สระบุรี 18140,18140
T091B030B732G262,ธนาคารออมสิน,สาขาบิ๊กซี พัทยาใต้(G1) ชั้น 1 ห้างสรรพสินค้าบิ๊กซี พัทยาใต้ ห้องเลขที่ GCR122 เลขที่ 565/41 หมู่ที่ 10 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,20150
T092B030B852G262,ธนาคารออมสิน,"สาขาแยกพิชัย(G2) 316, 318, 320 ถ.อำนวยสงคราม แขวงถ.นครไชยศรี เขตดุสิต กรุงเทพฯ 10300",10300
T091B030B107G262,ธนาคารออมสิน,สาขาทำเนียบรัฐบาล(G1) 1 ทำเนียบรัฐบาล ถ.พิษณุโลก แขวงดุสิต เขตดุสิต กรุงเทพฯ 10300,10300
T092B030B021G262,ธนาคารออมสิน,สาขาตรัง(G2) 121 ถ.พระราม 6 ต.ทับเที่ยง อ.เมืองตรัง จ.ตรัง 92000,92000
T092B030B081G262,ธนาคารออมสิน,สาขาปราจีนบุรี(G2) 96 ถ.เทศบาลดำริ ต.หน้าเมือง อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,25000
T302B030BE10G262,ธนาคารออมสิน,ตลาดสายใต้เซ็นเตอร์ เลขที่ 9 ถ.พุทธมณฑลสาย 1 แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพฯ 10170,10170
T092B030B771G262,ธนาคารออมสิน,"สาขาพระราม2 ซอย 64(G2) 324, 326, 328 ถ.พระราม 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพฯ 10150",10150
T091B030B352G262,ธนาคารออมสิน,สาขากันตัง(G1) 130 ถ.สกลสถานพิทักษ์ ต.กันตัง อ.กันตัง จ.ตรัง 92110,92110
T091B030B351G262,ธนาคารออมสิน,สาขาห้วยยอด(G1) 454 ถ.เพชรเกษม ต.ห้วยยอด อ.ห้วยยอด จ.ตรัง 92130,92130
T083B030BE20G262,ธนาคารออมสิน,โรบินสัน บ่อวิน ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230,20230
T092B030B657G262,ธนาคารออมสิน,สาขาถนนประดิพัทธ์(G2) 96/5 อาคารบางกอกลิฟวิ่ง ถ.ประดิพัทธ์ แขวงพญาไท เขตพญาไท กรุงเทพฯ 10400,10400
T006B030BE90G262,ธนาคารออมสิน,ห้างทองธนะพัฒน์ สาขา 2 159/1 ถ.ทะเลหลวง ต.บ่อยาง อ.เมือง จ.สงขลา 90000,90000
T091B030B861G262,ธนาคารออมสิน,สาขาวชิรา สงขลา(G1) 119 ถ.ราชดำเนินนอก ต.บ่อยาง อ.เมืองสงขลา จ.สงขลา 90000,90000
T093B030B045G262,ธนาคารออมสิน,หน่วยให้บริการ Exim Bank แหลมฉบัง(G3) ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,20230
T091B030B857G262,ธนาคารออมสิน,สาขาวังสมบูรณ์(G1) 92/1 หมู่ที่ 11 ต.วังสมบูรณ์ อ.วังสมบูรณ์ จ.สระแก้ว 27250,27250
T091B030B663G262,ธนาคารออมสิน,สาขาตลาดโรงเกลือ(G1) 555/29 และ 555/31 หมู่ที่ 7 ต.ป่าไร่ อ.อรัญประเทศ จ.สระแก้ว 27120,27120
T091B030B528G262,ธนาคารออมสิน,สาขาคลองด่าน(G1) 471 หมู่ที่ 11 ถ.สุขุมวิท ต.บางบ่อ อ.บางบ่อ จ.สมุทรปราการ 10550,10550
T091B030B471G262,ธนาคารออมสิน,สาขาบางบ่อ(G1) 334 หมู่ที่ 1 ถ.รัตนราช  ต.บางบ่อ อ.บางบ่อ จ.สมุทรปราการ 10560,10560
T095B030BE90G262,ธนาคารออมสิน,7-Eleven สาขาปตท.คูหา (6489) 78/3 หมู่ 1 ต.ควนรู อ.รัตภูมิ จ.สงขลา 90180,90180
T091B030B345G262,ธนาคารออมสิน,สาขาสทิงพระ(G1) 13 หมู่ที่ 3 ถ.หัวเขาแดง-ระโนด ต.จะทิ้งพระ อ.สทิงพระ จ.สงขลา 90190,90190
T092B030B875G262,ธนาคารออมสิน,สาขาอ่าวอุดม(G2) 143/16-17  ถ.สุขุมวิท หมู่ที่ 8 ต.ทุ่งสุขลา อ.ศรีราชา จ.ชลบุรี 20230,20230
T092B030B519G262,ธนาคารออมสิน,สาขาบางพลี(G2) 29 หมู่ที่ 8 ถ.สุขาภิบาล ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540,10540
T091B030B519G262,ธนาคารออมสิน,สาขาบางพลี(G1) 29 หมู่ที่ 8 ถ.สุขาภิบาล ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ 10540,10540
T091B030B346G262,ธนาคารออมสิน,สาขาคลองแงะ(G1) 474/51-52 หมู่ที่ 5 ถ.คลองแงะ-นาทวี ต.พังลา อ.สะเดา จ.สงขลา 90170,90170
T094B030BE90G262,ธนาคารออมสิน,"7-Eleven สาขาปาดังเปซาร์ 3 (8843) 6,8,10 ถ.เทศาพัฒนา ต.ปาดังเบซาร์ อ.สะเดา จ.สงขลา 90240",90240
T038B030BE90G262,ธนาคารออมสิน,ร้านเสรีเซ็นเตอร์ 21 ถ.เพชรกาฬ อ.สะเดา สงขลา 90240,90240
T092B030B025G262,ธนาคารออมสิน,สาขาหาดใหญ่(G2) 156-158 ถ.นิพัทธ์อุทิศ 1 ต.หาดใหญ๋ อ.หาดใหญ่ จ.สงขลา 90110,90110
T017B030BE14G262,ธนาคารออมสิน,ตลาดหมอเลี้ยง 170 ต.ท่าช้าง อ.นครหลวง อยุธยา,13260
T091B030B125G262,ธนาคารออมสิน,สาขาบางปะหัน(G1) 4/6 หมู่ที่ 5 ถ.อยุธยา-บางปะหัน ต.ขวัญเมือง อ.บางปะหัน จ.พระนครศรีอยุธยา 13220,13220
T091B030B044G262,ธนาคารออมสิน,สาขาพระประแดง(G1) 48 ถ.ศรีเขื่อนขันธ์ ต.ตลาด อ.พระประแดง จ.สมุทรปราการ 10130,10130
